"Index","LNP_ID","Experiment_ID","Formulation_ID","IL_name_x","IL_SMILES","IL_protonated_SMILES","IL_head_name","IL_head_SMILES","IL_linker_name","IL_linker_SMILES","IL_tail1_name","IL_tail1_SMILES","IL_tail2_name","IL_tail2_SMILES","IL_tail3_name","IL_tail3_SMILES","IL_tail4_name","IL_tail4_SMILES","IL_molratio_x","IL_to_nucleicacid_massratio","IL_to_nucleicacid_chargeratio","HL_name_x","HL_SMILES","HL_molratio_x","CHL_name_x","CHL_SMILES","CHL_molratio_x","PEG_name_x","PEG_SMILES","PEG_molratio_x","fifthcomponent_name","fifthcomponent_SMILES","fifthcomponent_molratio","Aqueous_buffer","Dialysis_buffer","Mixing_method","Model","Model_type","Model_target","Route_of_administration","Cargo","Cargo_type","Dose_ug_nucleicacid","Experiment_method","Experiment_batching","Experiment_value","Publication_link","Publication_PMID","Heavy.Atoms","Rings","Aromatic.Rings","Rotatable.Bonds","van.der.Waals.Molecular.Volume","Topological.Polar.Surface.Area","Hydrogen.Bond.Donors","Hydrogen.Bond.Acceptors","LogP","Molar.Refractivity","Fraction.sp3.Carbons","sp3.Carbons","Nitrogen.Count","Molecular.Weight","has_ester","has_carbonate","has_disulfide","0","1","2","lnpdb_row_id","IL_name_y","HL_name_y","CHL_name_y","PEG_name_y","IL_molratio_y","HL_molratio_y","CHL_molratio_y","PEG_molratio_y","count_lnpdb","matched_id"
13146,"LNP_0013146","LX_2024","LX_2024_F125","9-A2-7b2","CCCCC(CC)C(=O)Oc1cc(CNCCN2CCN(C)CC2)cc(OC(=O)C(CC)CCCC)c1","CCCCC(CC)C(=O)Oc1cc(CNCCN2CC[N+](C)([H])CC2)cc(OC(=O)C(CC)CCCC)c1",9,"CN1CCN(CCN)CC1",,,"A2_T7b2","CCCCC(CC)C(=O)OC1=CC(=CC(=C1)OC(=O)C(CC)CCCC)C=O",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",-1.323308103,"https://www.nature.com/articles/s41467-024-45422-9",38424061,37,2,1,17,517.3879571,71.11,1,7,5.2672,149.9677,0.733333333,2,3,517.755,"True","False","False","9","A2","T7b2","Row124","9-A2-7b2","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row165"
13147,"LNP_0013147","LX_2024","LX_2024_F126","9-A2-8","CCCCCCCCC(=O)Oc1cc(CNCCN2CCN(C)CC2)cc(OC(=O)CCCCCCCC)c1","CCCCCCCCC(=O)Oc1cc(CNCCN2CC[N+](C)([H])CC2)cc(OC(=O)CCCCCCCC)c1",9,"CN1CCN(CCN)CC1",,,"A2_T8","CCCCCCCCC(=O)OC1=CC(=CC(=C1)OC(=O)CCCCCCCC)C=O",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",-0.348593242,"https://www.nature.com/articles/s41467-024-45422-9",38424061,39,2,1,21,545.4192572,71.11,1,7,6.3356,159.3417,0.75,0,3,545.809,"True","False","False","9","A2","T8","Row125","9-A2-8","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row166"
13150,"LNP_0013150","LX_2024","LX_2024_F129","9-A2-9b","CCCCCC(C)CCC(=O)Oc1cc(CNCCN2CCN(C)CC2)cc(OC(=O)CCC(C)CCCCC)c1","CCCCCC(C)CCC(=O)Oc1cc(CNCCN2CC[N+](C)([H])CC2)cc(OC(=O)CCC(C)CCCCC)c1",9,"CN1CCN(CCN)CC1",,,"A2_T9b","CCCCCC(C)CCC(=O)OC1=CC(=CC(=C1)OC(=O)CCC(C)CCCCC)C=O",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",-0.587306692,"https://www.nature.com/articles/s41467-024-45422-9",38424061,41,2,1,21,573.4505574,71.11,1,7,6.8276,168.4357,0.764705882,2,3,573.863,"True","False","False","9","A2","T9b","Row128","9-A2-9b","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row169"
13151,"LNP_0013151","LX_2024","LX_2024_F130","9-A2-9b2","CCCCC(CC)CCC(=O)Oc1cc(CNCCN2CCN(C)CC2)cc(OC(=O)CCC(CC)CCCC)c1","CCCCC(CC)CCC(=O)Oc1cc(CNCCN2CC[N+](C)([H])CC2)cc(OC(=O)CCC(CC)CCCC)c1",9,"CN1CCN(CCN)CC1",,,"A2_T9b2","CCCCC(CC)CCC(=O)OC1=CC(=CC(=C1)OC(=O)CCC(CC)CCCC)C=O",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",-0.402482571,"https://www.nature.com/articles/s41467-024-45422-9",38424061,41,2,1,21,573.4505574,71.11,1,7,6.8276,168.4357,0.764705882,2,3,573.863,"True","False","False","9","A2","T9b2","Row129","9-A2-9b2","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row170"
13152,"LNP_0013152","LX_2024","LX_2024_F131","9-A3-6b","CCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCC)c(CNCCN2CCN(C)CC2)c(OC(=O)C(C)CCCC)c1","CCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCC)c(CNCCN2CC[N+](C)([H])CC2)c(OC(=O)C(C)CCCC)c1",9,"CN1CCN(CCN)CC1",,,"A3_T6b","CCCCCCC(=O)OC1=CC(=CC(=C1OC(=O)CCCCCC)OC(=O)CCCCCC)C=O",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",-1.092609709,"https://www.nature.com/articles/s41467-024-45422-9",38424061,44,2,1,20,617.4403866,97.41,1,9,6.2187,175.0577,0.742857143,3,3,617.872,"True","False","False","9","A3","T6b","Row130","9-A3-6b","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row171"
13154,"LNP_0013154","LX_2024","LX_2024_F133","9-A3-7b2","CCCCC(CC)C(=O)Oc1cc(OC(=O)C(CC)CCCC)c(CNCCN2CCN(C)CC2)c(OC(=O)C(CC)CCCC)c1","CCCCC(CC)C(=O)Oc1cc(OC(=O)C(CC)CCCC)c(CNCCN2CC[N+](C)([H])CC2)c(OC(=O)C(CC)CCCC)c1",9,"CN1CCN(CCN)CC1",,,"A3_T7b2","CCCCC(CC)C(=O)OC1=CC(OC(=O)C(CC)CCCC)=C(C=O)C(OC(=O)C(CC)CCCC)=C1",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",-0.022726528,"https://www.nature.com/articles/s41467-024-45422-9",38424061,47,2,1,23,659.4873368,97.41,1,9,7.389,188.9087,0.763157895,3,3,659.953,"True","False","False","9","A3","T7b2","Row132","9-A3-7b2","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row173"
13155,"LNP_0013155","LX_2024","LX_2024_F134","9-A3-8b","CCCCC(C)CCC(=O)Oc1cc(OC(=O)CCC(C)CCCC)c(CNCCN2CCN(C)CC2)c(OC(=O)CCC(C)CCCC)c1","CCCCC(C)CCC(=O)Oc1cc(OC(=O)CCC(C)CCCC)c(CNCCN2CC[N+](C)([H])CC2)c(OC(=O)CCC(C)CCCC)c1",9,"CN1CCN(CCN)CC1",,,"A3_T8b","CCCCC(C)CCC(=O)OC1=CC(=C(C=O)C(=C1)OC(=O)CCC(C)CCCC)OC(=O)CCC(C)CCCC",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",0.149911913,"https://www.nature.com/articles/s41467-024-45422-9",38424061,50,2,1,26,701.534287,97.41,1,9,8.5593,202.7597,0.780487805,3,3,702.034,"True","False","False","9","A3","T8b","Row133","9-A3-8b","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row174"
13156,"LNP_0013156","LX_2024","LX_2024_F135","9-A3-9b2","CCCCC(CC)CCC(=O)Oc1cc(OC(=O)CCC(CC)CCCC)c(CNCCN2CCN(C)CC2)c(OC(=O)CCC(CC)CCCC)c1","CCCCC(CC)CCC(=O)Oc1cc(OC(=O)CCC(CC)CCCC)c(CNCCN2CC[N+](C)([H])CC2)c(OC(=O)CCC(CC)CCCC)c1",9,"CN1CCN(CCN)CC1",,,"A3_T9b2","CCCCC(CC)CCC(=O)OC1=CC(=C(C=O)C(=C1)OC(=O)CCC(CC)CCCC)OC(=O)CCC(CC)CCCC",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",-0.196657895,"https://www.nature.com/articles/s41467-024-45422-9",38424061,53,2,1,29,743.5812372,97.41,1,9,9.7296,216.6107,0.795454545,3,3,744.115,"True","False","False","9","A3","T9b2","Row134","9-A3-9b2","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row175"
13157,"LNP_0013157","LX_2024","LX_2024_F136","10-A2-6","CCCCCCC(=O)Oc1cc(CNCCCN2CCN(C)CC2)cc(OC(=O)CCCCCC)c1","CCCCCCC(=O)Oc1cc(CNCCCN2CC[N+](C)([H])CC2)cc(OC(=O)CCCCCC)c1",10,"CN1CCN(CCCN)CC1",,,"A2_T6","CCCCCCC(=O)OC1=CC(C=O)=CC(OC(=O)CCCCCC)=C1",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",-1.289893491,"https://www.nature.com/articles/s41467-024-45422-9",38424061,36,2,1,18,503.372307,71.11,1,7,5.1653,145.4907,0.724137931,0,3,503.728,"True","False","False","10","A2","T6","Row135","10-A2-6","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row15"
13158,"LNP_0013158","LX_2024","LX_2024_F137","10-A2-6b","CCCCC(C)C(=O)Oc1cc(CNCCCN2CCN(C)CC2)cc(OC(=O)C(C)CCCC)c1","CCCCC(C)C(=O)Oc1cc(CNCCCN2CC[N+](C)([H])CC2)cc(OC(=O)C(C)CCCC)c1",10,"CN1CCN(CCCN)CC1",,,"A2_T6b","CCCCC(C)C(=O)OC1=CC(=CC(=C1)OC(=O)C(C)CCCC)C=O",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",-0.139792649,"https://www.nature.com/articles/s41467-024-45422-9",38424061,36,2,1,16,503.372307,71.11,1,7,4.8771,145.3507,0.724137931,2,3,503.728,"True","False","False","10","A2","T6b","Row136","10-A2-6b","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row16"
13159,"LNP_0013159","LX_2024","LX_2024_F138","10-A2-7","CCCCCCCC(=O)Oc1cc(CNCCCN2CCN(C)CC2)cc(OC(=O)CCCCCCC)c1","CCCCCCCC(=O)Oc1cc(CNCCCN2CC[N+](C)([H])CC2)cc(OC(=O)CCCCCCC)c1",10,"CN1CCN(CCCN)CC1",,,"A2_T7","CCCCCCCC(=O)OC1=CC(C=O)=CC(OC(=O)CCCCCCC)=C1",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",-2.009879997,"https://www.nature.com/articles/s41467-024-45422-9",38424061,38,2,1,20,531.4036072,71.11,1,7,5.9455,154.7247,0.741935484,0,3,531.782,"True","False","False","10","A2","T7","Row137","10-A2-7","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row17"
13160,"LNP_0013160","LX_2024","LX_2024_F139","10-A2-7b","CCCCCC(C)C(=O)Oc1cc(CNCCCN2CCN(C)CC2)cc(OC(=O)C(C)CCCCC)c1","CCCCCC(C)C(=O)Oc1cc(CNCCCN2CC[N+](C)([H])CC2)cc(OC(=O)C(C)CCCCC)c1",10,"CN1CCN(CCCN)CC1",,,"A2_T7b","CCCCCC(C)C(=O)OC1=CC(=CC(=C1)OC(=O)C(C)CCCCC)C=O",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",-0.086256845,"https://www.nature.com/articles/s41467-024-45422-9",38424061,38,2,1,18,531.4036072,71.11,1,7,5.6573,154.5847,0.741935484,2,3,531.782,"True","False","False","10","A2","T7b","Row138","10-A2-7b","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row18"
13161,"LNP_0013161","LX_2024","LX_2024_F140","10-A2-7b2","CCCCC(CC)C(=O)Oc1cc(CNCCCN2CCN(C)CC2)cc(OC(=O)C(CC)CCCC)c1","CCCCC(CC)C(=O)Oc1cc(CNCCCN2CC[N+](C)([H])CC2)cc(OC(=O)C(CC)CCCC)c1",10,"CN1CCN(CCCN)CC1",,,"A2_T7b2","CCCCC(CC)C(=O)OC1=CC(=CC(=C1)OC(=O)C(CC)CCCC)C=O",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",-0.132212042,"https://www.nature.com/articles/s41467-024-45422-9",38424061,38,2,1,18,531.4036072,71.11,1,7,5.6573,154.5847,0.741935484,2,3,531.782,"True","False","False","10","A2","T7b2","Row139","10-A2-7b2","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row19"
13162,"LNP_0013162","LX_2024","LX_2024_F141","10-A2-8","CCCCCCCCC(=O)Oc1cc(CNCCCN2CCN(C)CC2)cc(OC(=O)CCCCCCCC)c1","CCCCCCCCC(=O)Oc1cc(CNCCCN2CC[N+](C)([H])CC2)cc(OC(=O)CCCCCCCC)c1",10,"CN1CCN(CCCN)CC1",,,"A2_T8","CCCCCCCCC(=O)OC1=CC(=CC(=C1)OC(=O)CCCCCCCC)C=O",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",-0.35262349,"https://www.nature.com/articles/s41467-024-45422-9",38424061,40,2,1,22,559.4349073,71.11,1,7,6.7257,163.9587,0.757575758,0,3,559.836,"True","False","False","10","A2","T8","Row140","10-A2-8","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row20"
13164,"LNP_0013164","LX_2024","LX_2024_F143","10-A2-9","CCCCCCCCCC(=O)Oc1cc(CNCCCN2CCN(C)CC2)cc(OC(=O)CCCCCCCCC)c1","CCCCCCCCCC(=O)Oc1cc(CNCCCN2CC[N+](C)([H])CC2)cc(OC(=O)CCCCCCCCC)c1",10,"CN1CCN(CCCN)CC1",,,"A2_T9","CCCCCCCCCC(=O)OC1=CC(C=O)=CC(OC(=O)CCCCCCCCC)=C1",,,,,,,35,10,,"DOPE","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O",16,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",46.5,"PEG2000","CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC",2.5,,,0,"citrate",,"handmixed","in_vitro","HeLa","in_vitro","in_vitro","mRNA","FLuc",0.01,"luminescence_normalized","individual",-1.021465065,"https://www.nature.com/articles/s41467-024-45422-9",38424061,42,2,1,24,587.4662074,71.11,1,7,7.5059,173.1927,0.771428571,0,3,587.89,"True","False","False","10","A2","T9","Row142","10-A2-9","DOPE","Cholesterol","PEG2000",35,16,46.5,2.5,1,"Row22"
